"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","population"
1997,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","male","without_children",72757.34
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","other",367731.07
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","with_children",9152.11
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","without_children",533451.26
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","other",176778.2
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","with_children",29409.76
1997,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","without_children",538627.56
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","female","other",147330.91
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","female","with_children",21408.02
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","female","without_children",565263.4
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","male","other",33089.71
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","male","with_children",27780.2
1997,"Fifty-Five Plus","Black","NILF","Below Poverty","male","without_children",248018.32
1997,"Fifty-Five Plus","Black","Unemployed","100-124 Percent of Poverty","male","without_children",3586.49
1997,"Fifty-Five Plus","Black","Unemployed","125-149 Percent of Poverty","female","other",2736.56
1997,"Fifty-Five Plus","Black","Unemployed","125-149 Percent of Poverty","female","without_children",388.93
1997,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","female","other",6760.04
1997,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","female","without_children",8999.61
1997,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","other",7320.01
1997,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","with_children",3169.84
1997,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","without_children",13228.41
1997,"Fifty-Five Plus","Black","Unemployed","Below Poverty","female","without_children",5015.63
1997,"Fifty-Five Plus","Black","Unemployed","Below Poverty","male","with_children",1375.22
1997,"Fifty-Five Plus","Black","Unemployed","Below Poverty","male","without_children",2524.22
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","other",2413.86
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","with_children",3539.15
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","without_children",17778.02
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","other",8380.46
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","with_children",6656.13
1997,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","without_children",15309.8
1997,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","female","other",5982.35
1997,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","female","without_children",22707.85
1997,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","other",4141.57
1997,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","with_children",10324.45
1997,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","without_children",20831.41
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","other",123249.75
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","with_children",20698.3
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","without_children",192657.33
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","other",155106.09
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","with_children",50223.02
1997,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","without_children",246451.47
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","other",8740.71
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","with_children",3968.2
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","without_children",17073.82
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","other",5884.45
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","with_children",19547.15
1997,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","without_children",18689.52
1997,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","other",35136.48
1997,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","with_children",7494.19
1997,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","without_children",113716.96
1997,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","male","other",12973.71
1997,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","male","without_children",68062.33
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","other",33084.33
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","with_children",1870.68
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","without_children",63813.71
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","other",16700.14
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","with_children",5040.57
1997,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","without_children",59438.61
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","other",277498.16
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","with_children",16975.44
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","without_children",337114.22
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","other",151346.37
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","with_children",17219.55
1997,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","without_children",252794.91
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","other",95313.8
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","with_children",15946.22
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","without_children",306178.51
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","other",46021
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","with_children",11992.87
1997,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","without_children",121723.8
1997,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","female","other",1292.08
1997,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","female","with_children",1181.83
1997,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","male","other",4646
1997,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","other",1278.99
1997,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","with_children",2183.52
1997,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","without_children",2091.38
1997,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","female","other",6821.11
1997,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","female","without_children",9280.39
1997,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","other",8831.32
1997,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","with_children",5551.23
1997,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","without_children",12834.59
1997,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","female","other",1294.27
1997,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","female","without_children",10448.35
1997,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","male","other",1836.26
1997,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","male","with_children",5237.47
1997,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","male","without_children",11428.29
1997,"Fifty-Five Plus","White","Armed Forces","150+ Percent of Poverty","male","with_children",1131.07
1997,"Fifty-Five Plus","White","Armed Forces","150+ Percent of Poverty","male","without_children",7217.54
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","other",11054.54
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","with_children",1308.38
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","without_children",90254.9
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","other",7325.8
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","with_children",10504.76
1997,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","without_children",107231.28
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","other",19351.06
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","with_children",2058.98
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","without_children",143452.78
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","other",7248.3
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","with_children",4364.06
1997,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","without_children",79061.45
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","other",1031722.68
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","with_children",107314.04
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","without_children",4331251.3
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","other",1244304.17
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","with_children",439026.63
1997,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","without_children",5345964.97
1997,"Fifty-Five Plus","White","Employed","Below Poverty","female","other",5528.82
1997,"Fifty-Five Plus","White","Employed","Below Poverty","female","with_children",2384.26
1997,"Fifty-Five Plus","White","Employed","Below Poverty","female","without_children",112750.46
1997,"Fifty-Five Plus","White","Employed","Below Poverty","male","other",22516.9
1997,"Fifty-Five Plus","White","Employed","Below Poverty","male","with_children",11148.22
1997,"Fifty-Five Plus","White","Employed","Below Poverty","male","without_children",111279.91
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","other",97263.08
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","with_children",9679.51
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","without_children",1449671.88
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","other",44491.27
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","with_children",13198.49
1997,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","without_children",645976.57
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","other",131437.29
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","with_children",3178.46
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","without_children",1149364.06
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","other",48364.05
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","with_children",8711.1
1997,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","without_children",648097.01
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","other",2049800.64
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","with_children",59718.17
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","without_children",11008738.12
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","other",1280067.74
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","with_children",81867.99
1997,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","without_children",8264055.46
1997,"Fifty-Five Plus","White","NILF","Below Poverty","female","other",167924.47
1997,"Fifty-Five Plus","White","NILF","Below Poverty","female","with_children",20499.6
1997,"Fifty-Five Plus","White","NILF","Below Poverty","female","without_children",2168533.4
1997,"Fifty-Five Plus","White","NILF","Below Poverty","male","other",53372.56
1997,"Fifty-Five Plus","White","NILF","Below Poverty","male","with_children",34105.67
1997,"Fifty-Five Plus","White","NILF","Below Poverty","male","without_children",836673.15
1997,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","female","without_children",2885.7
1997,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","male","other",1072.06
1997,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","male","with_children",1038.65
1997,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","male","without_children",8044.78
1997,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","female","other",1932.82
1997,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","female","without_children",5667.93
1997,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","male","other",468.45
1997,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","male","without_children",3966.58
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","other",38729.45
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","with_children",473.06
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","without_children",84304.04
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","other",44012.77
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","with_children",17662.91
1997,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","without_children",155271.8
1997,"Fifty-Five Plus","White","Unemployed","Below Poverty","female","with_children",3816.76
1997,"Fifty-Five Plus","White","Unemployed","Below Poverty","female","without_children",21187.93
1997,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","other",292.52
1997,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","with_children",2382.52
1997,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","without_children",20455.64
1997,"Prime Age","American Indian","Armed Forces","150+ Percent of Poverty","male","other",2472.86
1997,"Prime Age","American Indian","Armed Forces","150+ Percent of Poverty","male","with_children",1497.37
1997,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","female","with_children",8796.93
1997,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","female","without_children",2986.39
1997,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","male","with_children",7572.57
1997,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","male","without_children",2497.35
1997,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","female","with_children",10053.99
1997,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","female","without_children",8747.27
1997,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","male","with_children",10383.1
1997,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","male","without_children",14692.95
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","other",41677.56
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","with_children",107836.46
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","without_children",86718.31
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","other",12469.83
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","with_children",93887.28
1997,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","without_children",113154.16
1997,"Prime Age","American Indian","Employed","Below Poverty","female","other",2275.79
1997,"Prime Age","American Indian","Employed","Below Poverty","female","with_children",18607.93
1997,"Prime Age","American Indian","Employed","Below Poverty","female","without_children",7762
1997,"Prime Age","American Indian","Employed","Below Poverty","male","other",1979.95
1997,"Prime Age","American Indian","Employed","Below Poverty","male","with_children",18414.63
1997,"Prime Age","American Indian","Employed","Below Poverty","male","without_children",15207.88
1997,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","female","other",4643.57
1997,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","female","with_children",3703.71
1997,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","female","without_children",1979.95
1997,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","male","other",1091.02
1997,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","male","without_children",5230.84
1997,"Prime Age","American Indian","NILF","125-149 Percent of Poverty","female","other",4512.71
1997,"Prime Age","American Indian","NILF","125-149 Percent of Poverty","female","with_children",4365.37
1997,"Prime Age","American Indian","NILF","125-149 Percent of Poverty","male","without_children",5080.54
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","female","other",6763.5
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","female","with_children",37203.51
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","female","without_children",18425.21
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","male","other",2157.35
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","male","with_children",5241.41
1997,"Prime Age","American Indian","NILF","150+ Percent of Poverty","male","without_children",14988.75
1997,"Prime Age","American Indian","NILF","Below Poverty","female","other",6022.03
1997,"Prime Age","American Indian","NILF","Below Poverty","female","with_children",48078.35
1997,"Prime Age","American Indian","NILF","Below Poverty","female","without_children",29334.87
1997,"Prime Age","American Indian","NILF","Below Poverty","male","other",3224.16
1997,"Prime Age","American Indian","NILF","Below Poverty","male","with_children",18074.35
1997,"Prime Age","American Indian","NILF","Below Poverty","male","without_children",30922.34
1997,"Prime Age","American Indian","Unemployed","100-124 Percent of Poverty","female","with_children",2220.01
1997,"Prime Age","American Indian","Unemployed","100-124 Percent of Poverty","male","with_children",532.34
1997,"Prime Age","American Indian","Unemployed","100-124 Percent of Poverty","male","without_children",418.83
1997,"Prime Age","American Indian","Unemployed","125-149 Percent of Poverty","male","with_children",792.4
1997,"Prime Age","American Indian","Unemployed","125-149 Percent of Poverty","male","without_children",2525.05
1997,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","female","with_children",5192.43
1997,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","female","without_children",2873.16
1997,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","male","with_children",3846.43
1997,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","male","without_children",4620.33
1997,"Prime Age","American Indian","Unemployed","Below Poverty","female","with_children",8539.88
1997,"Prime Age","American Indian","Unemployed","Below Poverty","female","without_children",4080.03
1997,"Prime Age","American Indian","Unemployed","Below Poverty","male","other",1017.02
1997,"Prime Age","American Indian","Unemployed","Below Poverty","male","with_children",5812.54
1997,"Prime Age","American Indian","Unemployed","Below Poverty","male","without_children",7990.17
1997,"Prime Age","Asian/Pacific Island","Armed Forces","125-149 Percent of Poverty","male","without_children",342.41
1997,"Prime Age","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","with_children",12204.73
1997,"Prime Age","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","without_children",15109.04
1997,"Prime Age","Asian/Pacific Island","Armed Forces","Below Poverty","male","with_children",3227.83
1997,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","other",10921.31
1997,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","with_children",19295.8
1997,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","without_children",15782.2
1997,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","male","with_children",23027.3
1997,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","male","without_children",35097.26
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","other",5564.13
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","with_children",28370.59
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","without_children",13629.72
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","other",8987.19
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","with_children",22697.46
1997,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","without_children",25655.31
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","other",132219.45
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","with_children",751907.77
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","without_children",624305.96
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","other",80054.33
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","with_children",839267.58
1997,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","without_children",794516.64
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","female","other",8026.05
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","female","with_children",55391.69
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","female","without_children",23182.85
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","male","other",2106.65
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","male","with_children",76689.02
1997,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","male","without_children",49504.32
1997,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","other",2289.62
1997,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","with_children",19634.27
1997,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","without_children",6521.24
1997,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","with_children",990.75
1997,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","without_children",10389.76
1997,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","with_children",9527.53
1997,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","without_children",2280.53
1997,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","other",998.74
1997,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","with_children",1309.74
1997,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","without_children",10080.93
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","other",48560.25
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","with_children",248694.93
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","without_children",119507.43
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","other",1932.45
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","with_children",26600.24
1997,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","without_children",75899.71
1997,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","other",9402.3
1997,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","with_children",110935.87
1997,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","without_children",45863.19
1997,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","male","with_children",43234.39
1997,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","male","without_children",76412.32
1997,"Prime Age","Asian/Pacific Island","Unemployed","100-124 Percent of Poverty","female","without_children",4435.6
1997,"Prime Age","Asian/Pacific Island","Unemployed","100-124 Percent of Poverty","male","with_children",3634.69
1997,"Prime Age","Asian/Pacific Island","Unemployed","100-124 Percent of Poverty","male","without_children",1899.63
1997,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","female","with_children",1009.61
1997,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","male","with_children",5886.44
1997,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","male","without_children",1156.93
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","other",1754.29
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","with_children",24369.11
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","without_children",15340.87
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","other",1754.29
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","with_children",14271.07
1997,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","without_children",43957.89
1997,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","female","other",2621.03
1997,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","female","with_children",14755.25
1997,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","male","with_children",10257.03
1997,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","male","without_children",5597.66
1997,"Prime Age","Black","Armed Forces","100-124 Percent of Poverty","female","with_children",338
1997,"Prime Age","Black","Armed Forces","100-124 Percent of Poverty","male","with_children",1896.18
1997,"Prime Age","Black","Armed Forces","125-149 Percent of Poverty","male","with_children",718.49
1997,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","female","with_children",13673.35
1997,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","female","without_children",5052.8
1997,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","other",405.43
1997,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","with_children",47381.44
1997,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","without_children",22981.17
1997,"Prime Age","Black","Armed Forces","Below Poverty","male","with_children",6402.83
1997,"Prime Age","Black","Armed Forces","Below Poverty","male","without_children",1364.13
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","other",36343.35
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","with_children",241495.89
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","without_children",42050.49
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","other",6929.21
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","with_children",93054.54
1997,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","without_children",81628.04
1997,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","other",23046.82
1997,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","with_children",274152.69
1997,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","without_children",67094.56
1997,"Prime Age","Black","Employed","125-149 Percent of Poverty","male","with_children",151973.4
1997,"Prime Age","Black","Employed","125-149 Percent of Poverty","male","without_children",81145.04
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","female","other",571711.28
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","female","with_children",1981440.44
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","female","without_children",1436741.37
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","male","other",303418.7
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","male","with_children",1546353.61
1997,"Prime Age","Black","Employed","150+ Percent of Poverty","male","without_children",2076430.84
1997,"Prime Age","Black","Employed","Below Poverty","female","other",42826.3
1997,"Prime Age","Black","Employed","Below Poverty","female","with_children",504112.66
1997,"Prime Age","Black","Employed","Below Poverty","female","without_children",118145.86
1997,"Prime Age","Black","Employed","Below Poverty","male","other",12595.3
1997,"Prime Age","Black","Employed","Below Poverty","male","with_children",160627.64
1997,"Prime Age","Black","Employed","Below Poverty","male","without_children",155448.25
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","other",22970.37
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","with_children",62682.43
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","without_children",40752.7
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","male","other",5296.66
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","male","with_children",24721.83
1997,"Prime Age","Black","NILF","100-124 Percent of Poverty","male","without_children",142750.32
1997,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","other",11197.18
1997,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","with_children",63715.43
1997,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","without_children",21623.8
